text,label,sentiment,clean_text,token_count
"The British pound hit two-and-a-half year highs, on growing confidence that next week's UK election will give the C… https://t.co/8K4H1cTm9i",1,Bullish,"The British pound hit two-and-a-half year highs, on growing confidence that next week's UK election will give the C",19
The pound is ending a tumultuous month on a high note just hours before Britain exits the European Union https://t.co/BGFFLxPosH,1,Bullish,The pound is ending a tumultuous month on a high note just hours before Britain exits the European Union,19
"U.S. Dollar to Strengthen Further, Says Ark Capital's Abukarsh",1,Bullish,"U.S. Dollar to Strengthen Further, Says Ark Capital's Abukarsh",9
U.S. dollar up 0.1% at 109.92 Japanese yen,1,Bullish,U.S. dollar up 0.1% at 109.92 Japanese yen,8
XAU/USD Bullish ABC Pattern Aims at $1500 Resistance,1,Bullish,XAU/USD Bullish ABC Pattern Aims at $1500 Resistance,8
AUD/USD Price Forecast – Australian Dollar Continues To Grind,2,Neutral,AUD/USD Price Forecast Australian Dollar Continues To Grind,8
"AUD/USD, NZD/USD, USD/CNY – Markets Quiet as Investors Look for Trade Talk Clues",2,Neutral,"AUD/USD, NZD/USD, USD/CNY Markets Quiet as Investors Look for Trade Talk Clues",12
"AUD/USD, NZD/USD, USD/CNY – Pacific Currencies Trading Sideways",2,Neutral,"AUD/USD, NZD/USD, USD/CNY Pacific Currencies Trading Sideways",7
"Brexit, the Pound and Its All Too Brief Visit to $1.35 Levels",2,Neutral,"Brexit, the Pound and Its All Too Brief Visit to $1.35 Levels",12
Dollar little changed versus major rivals after economic data,2,Neutral,Dollar little changed versus major rivals after economic data,9
"EUR/USD Mid-Session Technical Analysis for November 18, 2019",2,Neutral,"EUR/USD Mid-Session Technical Analysis for November 18, 2019",8
"EUR/USD, Tuesday forecast, November 19",2,Neutral,"EUR/USD, Tuesday forecast, November 19",5
Euro flat at $1.1003,2,Neutral,Euro flat at $1.1003,4
"Euro up 0.1% at $1.1080; British pound at $1.2947, down 0.1% against dollar",2,Neutral,"Euro up 0.1% at $1.1080; British pound at $1.2947, down 0.1% against dollar",13
HSBC Says British Pound May Soar. Or Crash,2,Neutral,HSBC Says British Pound MaySoar. Or Crash,7
The Economic Calendar Puts the EUR and the Greenback in Focus,2,Neutral,The Economic Calendar Puts the EUR and the Greenback in Focus,11
The pound is caught in a tug-of-war between a run of improving economic data and fears that Brexit will damage the… https://t.co/f8jQdiEI2R,2,Neutral,The pound is caught in a tug-of-war between a run of improving economic data and fears that Brexit will damage the,21
"USD/JPY Forex Technical Analysis – Likely to Strengthen Over 108.866, Weaken Under 108.690",2,Neutral,"USD/JPY Forex Technical Analysis Likely to Strengthen Over 108.866, Weaken Under 108.690",12
"""A Once In A Decade Divergence"" Warns This Global Macro Fund https://t.co/q2i7nMOsdB",0,Bearish,"""A Once In A Decade Divergence"" Warns This Global Macro Fund",11
"""Fade The Rip"": BofA Warns ""Bear Market Far From Over Unless We Escape A Recession""  https://t.co/Ia791Nmx1l",0,Bearish,"""Fade The Rip"": BofA Warns ""Bear Market Far From Over Unless We Escape A Recession""",15
".@GitaGopinath: #COVID19 has pushed the world into recession. For 2020, the economic impact of COVID-19 will be wor… https://t.co/5zRk5aEX3G",0,Bearish,".<MENTION>: COVID19 has pushed the world into recession. For 2020, the economic impact of COVID-19 will be wor",18
"“Innovation in the United States is highly concentrated, and vast swaths of our population are not fully participating""",0,Bearish,"Innovation in the United States is highly concentrated, and vast swaths of our population are not fully participating""",18
A Booming Corner of Private Credit Has Some Investors on Edge,0,Bearish,A Booming Corner of Private Credit Has Some Investors on Edge,11
A shift in the labor force may have left the U.S. economy much more vulnerable than it was during the 1918 pandemic https://t.co/ilscvh6kEb,0,Bearish,A shift in the labor force may have left the U.S. economy much more vulnerable than it was during the 1918 pandemic,22
"Airlines are facing their biggest ever peacetime crisis because of the coronavirus outbreak, and figures show that… https://t.co/7RwQ0lB0eE",0,Bearish,"Airlines are facing their biggest ever peacetime crisis because of the coronavirus outbreak, and figures show that",17
Allstate CEO: Driving is way down due to coronavirus and 'we don't know' if trend will last https://t.co/7DK6AgJi9K,0,Bearish,Allstate CEO: Driving is way down due to coronavirus and 'we don't know' if trend will last,17
"Americans are increasingly worried about losing their jobs and expect to curb their growth in spending, according t… https://t.co/mcMHW1AzyL",0,Bearish,"Americans are increasingly worried about losing their jobs and expect to curb their growth in spending, according t",18
Americans aren't having as much sex or as many children as they used to. That could be a  serious economic problem… https://t.co/Y4CCpfPGSi,0,Bearish,Americans aren't having as much sex or as many children as they used to. That could be a serious economic problem,21
Americans hurt by the pandemic are skipping home-loan payments. The trusts that own the mortgages are feeling the p… https://t.co/DkBAJStG4x,0,Bearish,Americans hurt by the pandemic are skipping home-loan payments. The trusts that own the mortgages are feeling the p,19
And now we sell https://t.co/YAsnS6oIfa,0,Bearish,And now we sell,4
"As the coronavirus crisis persists, economic optimism among voters in critical 2020 swing states is deteriorating s… https://t.co/nlBu1etIew",0,Bearish,"As the coronavirus crisis persists, economic optimism among voters in critical 2020 swing states is deteriorating s",17
Behind hedge fund Bridgewater’s massive bet on a stock-market decline https://t.co/kkrYY3BhcY,0,Bearish,Behind hedge fund Bridgewaters massive bet on a stock-market decline,10
Billionaire Nelson Peltz's Trian Partners saw its portfolio of investments decline by more than 16% in March https://t.co/OpWUjehvwp,0,Bearish,Billionaire Nelson Peltz's Trian Partners saw its portfolio of investments decline by more than 16% in March,17
Blackstone CEO Steve Schwarzman says the virus could wipe $5 trillion from GDP https://t.co/5oLwzfkAES,0,Bearish,Blackstone CEO Steve Schwarzman says the virus could wipe $5 trillion from GDP,13
"Broader issues remain, from the trade war with China to weakness in manufacturing. And there are fewer people left… https://t.co/uSGvzRGSvn",0,Bearish,"Broader issues remain, from the trade war with China to weakness in manufacturing. And there are fewer people left",19
"Cannabis stocks are starting to go up in smoke, stifled by thwarted legalization and dried-up financing https://t.co/L35GocQWdB",0,Bearish,"Cannabis stocks are starting to go up in smoke, stifled by thwarted legalization and dried-up financing",16
Carmakers brace for crisis as virus wreaks havoc in China https://t.co/bCHzyRdaAl,0,Bearish,Carmakers brace for crisis as virus wreaks havoc in China,10
Cash Woes at India Shadow Lenders Risk More Bad Debt at Banks,0,Bearish,Cash Woes at India Shadow Lenders Risk More Bad Debt at Banks,12
Cash-out refis are making a comeback -- and that's bad news. https://t.co/5PscleonqC OPINION,0,Bearish,Cash-out refis are making a comeback -- and that's bad news. OPINION,12
China’s Banks Are Going to Suffer. But Not Equally,0,Bearish,Chinas Banks Are Going to Suffer. But Not Equally,9
China's divorce rate spiked as couples emerged from quarantine - and it's a warning to the rest of the locked-down… https://t.co/GBLJvsYQ54,0,Bearish,China's divorce rate spiked as couples emerged from quarantine - and it's a warning to the rest of the locked-down,20
"Cooperstown, New York among the many tourism-dependent small towns bracing for a hard year https://t.co/J69DLkDrQl",0,Bearish,"Cooperstown, New York among the many tourism-dependent small towns bracing for a hard year",14
Coronavirus crisis spells trouble for many Egyptian breadwinners #economy #MarketScreener https://t.co/GZigTCrM87 https://t.co/quyVSpE3FJ,0,Bearish,Coronavirus crisis spells trouble for many Egyptian breadwinners economy MarketScreener,10
Coronavirus muddies U.S. economic data as business closures push down response rates https://t.co/GiDjLCZqKr https://t.co/7cgvSzJeM0,0,Bearish,Coronavirus muddies U.S. economic data as business closures push down response rates,12
Coronavirus Task Force Declares Public Health Emergency https://t.co/lSodhOAQrj,0,Bearish,Coronavirus Task Force Declares Public Health Emergency,7
Disruptions caused by #COVID19 are starting to ripple through #emergingmarkets. March data show sharp slowdowns in… https://t.co/oufpbwIhJb,0,Bearish,Disruptions caused by COVID19 are starting to ripple through emergingmarkets. March data show sharp slowdowns in,16
DIY stock indices pose challenge to investment heavyweights https://t.co/RfKJ0ClC14,0,Bearish,DIY stock indices pose challenge to investment heavyweights,8
Dizzying swings are torching Wall Street predictions https://t.co/BvV6iItVRt,0,Bearish,Dizzying swings are torching Wall Street predictions,7
Ealing’s downturn hits high-priced houses https://t.co/WLEnqLdOf1,0,Bearish,Ealings downturn hits high-priced houses,5
Economic indicator dulls allure of haven assets https://t.co/EJ7qAQfXP2,0,Bearish,Economic indicator dulls allure of haven assets,7
"Energy has gone nowhere in the past decade, and it could get worse before it gets better https://t.co/PSDVJKnQ3B",0,Bearish,"Energy has gone nowhere in the past decade, and it could get worse before it gets better",17
"Era of ‘stratospheric profits’ for banks is over, Bradesco CE0 says https://t.co/aaPiYhQM8b",0,Bearish,"Era of stratospheric profits for banks is over, Bradesco CE0 says",11
Even those who go down to the sea in ships are being affected by #COVID19 as demand drops and distribution channels… https://t.co/NrZf0j2TZq,0,Bearish,Even those who go down to the sea in ships are being affected by COVID19 as demand drops and distribution channels,21
Everything Is Broken: The Most Profitable Trade Since 1993 Is Now Upside Down  https://t.co/gcsFDy6iFd,0,Bearish,Everything Is Broken: The Most Profitable Trade Since 1993 Is Now Upside Down,13
Expect A Weaker Dollar In 2020. Read more and sign up for updates: https://t.co/mLTiueEXHn #economy #stockmarket #trading,0,Bearish,Expect A Weaker Dollar In 2020. Read more and sign up for updates: economy stockmarket trading,16
Facing Catastrophe: Loss Of Working Hours To Equal 195m Full-Time Jobs According To UN Agency  https://t.co/JUs99JOK5t,0,Bearish,Facing Catastrophe: Loss Of Working Hours To Equal 195m Full-Time Jobs According To UN Agency,15
Fewer international students are coming to the United States. That's cost the US economy $11.8 billion and more tha… https://t.co/bvewZMLka7,0,Bearish,Fewer international students are coming to the United States. That's cost the US economy $11.8 billion and more tha,19
FirstFarms A/S (CPH:FFARMS) Delivered A Weaker ROE Than Its Industry,0,Bearish,FirstFarms A/S (CPH:FFARMS) Delivered A Weaker ROE Than Its Industry,10
"Forget 'Ides Of March', Washington 'Storms Of December' Loom Over ""The Holidays"" https://t.co/KK7SgNSh1E",0,Bearish,"Forget 'Ides Of March', Washington 'Storms Of December' Loom Over ""The Holidays""",12
From @BreakingViews: Why Italy and France have bad economic headaches https://t.co/quLJ6Us2gR,0,Bearish,From <MENTION>: Why Italy and France have bad economic headaches,10
Fun fact: there are about 35 million people still in credit-card debt from last year’s round of holiday shopping. H… https://t.co/jCGa4zu6Nl,0,Bearish,Fun fact: there are about 35 million people still in credit-card debt from last years round of holiday shopping. H,20
Goldman Sachs Says Wealthiest to Back off Stocks,0,Bearish,Goldman Sachs Says Wealthiest to Back off Stocks,8
GoPro's share price has had a ride as turbulent as some of the heart-stopping stunt videos the camera is responsibl… https://t.co/gdiJt50HGK,0,Bearish,GoPro's share price has had a ride as turbulent as some of the heart-stopping stunt videos the camera is responsibl,20
Gundlach: Trouble Brewing In Debt Markets As The 'Real Turmoil' Is Only Beginning https://t.co/V0muhfT6dX,0,Bearish,Gundlach: Trouble Brewing In Debt Markets As The 'Real Turmoil' Is Only Beginning,13
Here's a warning about negative interest rates and how they can do a lot more damage https://t.co/4arbZd3Mos https://t.co/jBLlpdmiYC,0,Bearish,Here's a warning about negative interest rates and how they can do a lot more damage,16
Highlight: “The number one challenge facing small and medium-sized enterprises there’s not enough labor — willing a… https://t.co/A2f4FiJyj3,0,Bearish,Highlight: The number one challenge facing small and medium-sized enterprises theres not enough labor willing a,16
Highlight: “There’s going to be a bloodbath in terms of synergy savings and retrenchment…” @InvescoUS's… https://t.co/YPgyDW3rMX,0,Bearish,Highlight: Theres going to be a bloodbath in terms of synergy savings and retrenchment <MENTION>'s,15
"Highlight: “We’ve see again and again that Tesla can’t live up to Elon Musk’s promises,"" @NewConstructs Investment… https://t.co/9BX4enQaL2",0,Bearish,"Highlight: Weve see again and again that Tesla cant live up to Elon Musks promises,"" <MENTION> Investment",17
"Highlight: 'January has been very warm ” it has had a negative impact on a lot of stocks,â€ @Jefferies Analyst TJ Th... https://t.co/BEi2z75YWw",0,Bearish,"Highlight: 'January has been very warm it has had a negative impact on a lot of stocks, <MENTION> Analyst TJ Th...",21
"Historically, a down January significantly increases the odds of a down year. These is the S&P's January and full y... https://t.co/KwYpetizem",0,Bearish,"Historically, a down January significantly increases the odds of a down year. These is the S&P's January and full y...",20
Holiday Season In Jeopardy As Consumers Reign In Spending Amid Economic Downturn  https://t.co/FnddB5woQL,0,Bearish,Holiday Season In Jeopardy As Consumers Reign In Spending Amid Economic Downturn,12
How did the vaping industry go from viral status to crisis control? https://t.co/CiqLPt4SbB,0,Bearish,How did the vaping industry go from viral status to crisis control?,12
How South Korea’s low birth rate adds to the case for QE https://t.co/GxY567Tu01,0,Bearish,How South Koreas low birth rate adds to the case for QE,12
In case you need another reason to delete your Facebook: https://t.co/YEEHiptvAV,0,Bearish,In case you need another reason to delete your Facebook:,10
Influential U.S. doctors group calls for ban on vaping products,0,Bearish,Influential U.S. doctors group calls for ban on vaping products,10
Inside the PBOC’s struggle to balance China’s growth and debt https://t.co/gTlQQ5Ry0P,0,Bearish,Inside the PBOCs struggle to balance Chinas growth and debt,10
"Investors should prepare for a coronavirus-induced 'vicious spiral' more than twice as bad as the financial crisis,… https://t.co/DfPJxkxz36",0,Bearish,"Investors should prepare for a coronavirus-induced 'vicious spiral' more than twice as bad as the financial crisis,",17
Iranian Strike on U.S. Forces Roils Markets #index #MarketScreener https://t.co/fU5DTtl5Q5 https://t.co/JQHmnd54oH,0,Bearish,Iranian Strike on U.S. Forces Roils Markets index MarketScreener,9
Jamie Dimon expects fallout from the coronavirus pandemic to include a major economic downturn and stress similar t… https://t.co/OiLhueL7nv,0,Bearish,Jamie Dimon expects fallout from the coronavirus pandemic to include a major economic downturn and stress similar t,18
JPMorgan Chase CEO Jamie Dimon said he sees a 'bad recession' in 2020. More here: https://t.co/YZkgXZzJUx https://t.co/6YDSlmQArh,0,Bearish,JPMorgan Chase CEO Jamie Dimon said he sees a 'bad recession' in 2020. More here:,15
"JPMorgan Chase chief Jamie Dimon said he expects the coronavirus crisis to include a ""bad recession"" and elements o… https://t.co/w8hyHTe0yW",0,Bearish,"JPMorgan Chase chief Jamie Dimon said he expects the coronavirus crisis to include a ""bad recession"" and elements o",19
"Just when it seemed like things couldn't get worse for Tesla after the botched unveiling of its Cybertruck, the int… https://t.co/VwpJZ2lDpg",0,Bearish,"Just when it seemed like things couldn't get worse for Tesla after the botched unveiling of its Cybertruck, the int",20
Latin America's economy was already going backward when the coronavirus hit. Now it's at risk of losing a whole dec… https://t.co/MLK8U4vIV0,0,Bearish,Latin America's economy was already going backward when the coronavirus hit. Now it's at risk of losing a whole dec,20
"Market bounce is an 'aftershock' with 'pretty horrific' earnings to come, Citi analyst says https://t.co/GyG0DStncb",0,Bearish,"Market bounce is an 'aftershock' with 'pretty horrific' earnings to come, Citi analyst says",14
Miners Are Facing Challenges Globally,0,Bearish,Miners Are Facing Challenges Globally,5
"More stockmarket volatility, less buying the dip, and slower earnings per share growth ahead, Goldman Sachs says https://t.co/pbocwzzG48",0,Bearish,"More stockmarket volatility, less buying the dip, and slower earnings per share growth ahead, Goldman Sachs says",17
"More than $56 billion of dividends have been scrapped by businesses based in Western Europe, the U.S. and Canada https://t.co/TIpZudouqr",0,Bearish,"More than $56 billion of dividends have been scrapped by businesses based in Western Europe, the U.S. and Canada",19
